Country,Year,num_sequences,variant_dominant,num_sequences_per_1M,num_sequences_cumulative,num_sequences_cumulative_per_1M
Liechtenstein,818,4,0,104.56,915,23919.01
Liechtenstein,846,21,0,548.96,936,24467.97
Liechtenstein,860,31,Omicron,810.37,967,25278.34
Liechtenstein,874,14,0,365.97,981,25644.31
Lithuania,125,13,0,4.83,13,4.83
Lithuania,139,2,0,0.74,15,5.57
Lithuania,195,9,0,3.35,24,8.92
Lithuania,209,15,0,5.58,39,14.5
Lithuania,223,14,0,5.2,53,19.7
Lithuania,237,30,Others,11.15,83,30.85
Lithuania,251,4,0,1.49,87,32.34
Lithuania,265,4,0,1.49,91,33.83
Lithuania,279,2,0,0.74,93,34.57
Lithuania,293,3,0,1.12,96,35.69
Lithuania,307,17,0,6.32,113,42.01
Lithuania,321,187,Others,69.52,300,111.53
Lithuania,335,197,Others,73.24,497,184.77
Lithuania,349,202,Others,75.1,699,259.87
Lithuania,370,151,Others,56.14,850,316.01
Lithuania,384,181,Others,67.29,1031,383.3
Lithuania,398,950,Others,353.18,1981,736.48
Lithuania,412,1277,Others,474.75,3258,1211.23
Lithuania,426,1330,Alpha,494.45,4588,1705.68
Lithuania,440,1588,Alpha,590.36,6176,2296.04
Lithuania,454,1718,Alpha,638.69,7894,2934.73
Lithuania,468,1675,Alpha,622.71,9569,3557.44
Lithuania,482,1422,Alpha,528.65,10991,4086.09
Lithuania,496,1475,Alpha,548.36,12466,4634.45
Lithuania,510,1202,Alpha,446.86,13668,5081.31
Lithuania,524,306,Alpha,113.76,13974,5195.07
Lithuania,538,229,Delta,85.13,14203,5280.2
Lithuania,552,983,Delta,365.45,15186,5645.65
Lithuania,566,1499,Delta,557.28,16685,6202.93
Lithuania,580,1460,Delta,542.78,18145,6745.71
Lithuania,594,1309,Delta,486.64,19454,7232.35
Lithuania,608,928,Delta,345.0,20382,7577.35
Lithuania,622,781,Delta,290.35,21163,7867.7
Lithuania,636,913,Delta,339.42,22076,8207.12
Lithuania,650,946,Delta,351.69,23022,8558.81
Lithuania,664,1138,Delta,423.07,24160,8981.88
Lithuania,678,1154,Delta,429.02,25314,9410.9
Lithuania,692,1797,Delta,668.06,27111,10078.96
Lithuania,706,1615,Delta,600.4,28726,10679.36
Lithuania,720,1515,Delta,563.23,30241,11242.59
Lithuania,734,815,Omicron,302.99,31056,11545.58
Lithuania,748,863,Omicron,320.83,31919,11866.41
Lithuania,762,1383,Omicron,514.15,33302,12380.56
Lithuania,776,833,Omicron,309.68,34135,12690.24
Lithuania,790,1374,Omicron,510.81,35509,13201.05
Lithuania,804,914,Omicron,339.79,36423,13540.84
Lithuania,818,866,Omicron,321.95,37289,13862.79
Lithuania,832,995,Omicron,369.91,38284,14232.7
Luxembourg,111,6,0,9.45,6,9.45
Luxembourg,125,12,0,18.9,18,28.35
Luxembourg,153,4,0,6.3,22,34.65
Luxembourg,167,20,0,31.51,42,66.16
Luxembourg,181,24,0,37.81,66,103.97
Luxembourg,195,20,0,31.51,86,135.48
Luxembourg,209,17,0,26.78,103,162.26
Luxembourg,223,4,0,6.3,107,168.56
Luxembourg,237,7,0,11.03,114,179.59
Luxembourg,251,18,0,28.35,132,207.94
Luxembourg,265,34,Others,53.56,166,261.5
Luxembourg,279,394,Others,620.65,560,882.15
Luxembourg,293,535,Others,842.77,1095,1724.92
Luxembourg,307,442,Others,696.27,1537,2421.19
Luxembourg,321,768,Others,1209.8,2305,3630.99
Luxembourg,335,671,Others,1057.0,2976,4687.99
Luxembourg,349,380,Others,598.6,3356,5286.59
Luxembourg,370,250,Others,393.82,3606,5680.41
Luxembourg,384,581,Others,915.23,4187,6595.64
Luxembourg,398,352,Alpha,554.49,4539,7150.13
Luxembourg,412,748,Alpha,1178.3,5287,8328.43
Luxembourg,426,688,Alpha,1083.78,5975,9412.21
Luxembourg,440,945,Alpha,1488.63,6920,10900.84
Luxembourg,454,1035,Alpha,1630.4,7955,12531.24
Luxembourg,468,1066,Alpha,1679.23,9021,14210.47
Luxembourg,482,727,Alpha,1145.22,9748,15355.69
Luxembourg,496,388,Alpha,611.2,10136,15966.89
Luxembourg,510,237,Alpha,373.34,10373,16340.23
Luxembourg,524,132,Delta,207.93,10505,16548.16
Luxembourg,538,930,Gamma,1465.0,11435,18013.16
Luxembourg,552,696,Delta,1096.38,12131,19109.54
Luxembourg,566,455,Delta,716.75,12586,19826.29
Luxembourg,580,398,Delta,626.96,12984,20453.25
Luxembourg,594,540,Delta,850.64,13524,21303.89
Luxembourg,608,588,Delta,926.26,14112,22230.15
Luxembourg,622,699,Delta,1101.11,14811,23331.26
Luxembourg,636,728,Delta,1146.79,15539,24478.05
Luxembourg,650,779,Delta,1227.13,16318,25705.18
Luxembourg,664,767,Delta,1208.23,17085,26913.41
Luxembourg,678,1041,Delta,1639.85,18126,28553.26
Luxembourg,692,1133,Delta,1784.77,19259,30338.03
Luxembourg,706,1331,Delta,2096.68,20590,32434.71
Luxembourg,720,1144,Omicron,1802.1,21734,34236.81
Luxembourg,734,1469,Omicron,2314.06,23203,36550.87
Luxembourg,748,1782,Omicron,2807.12,24985,39357.99
Luxembourg,762,1521,Omicron,2395.98,26506,41753.97
Luxembourg,776,1306,Omicron,2057.3,27812,43811.27
Luxembourg,790,1360,Omicron,2142.36,29172,45953.63
Luxembourg,804,1331,Omicron,2096.68,30503,48050.31
Luxembourg,818,1323,Omicron,2084.08,31826,50134.39
Luxembourg,832,1277,Omicron,2011.61,33103,52146.0
Luxembourg,846,1247,Omicron,1964.35,34350,54110.35
Luxembourg,860,1258,Omicron,1981.68,35608,56092.03
Luxembourg,874,571,Omicron,899.48,36179,56991.51
Madagascar,111,8,0,0.28,8,0.28
Madagascar,125,12,0,0.42,20,0.7
Madagascar,139,27,0,0.95,47,1.65
Madagascar,153,16,0,0.56,63,2.21
Madagascar,167,27,0,0.95,90,3.16
Madagascar,181,28,0,0.98,118,4.14
Madagascar,195,28,0,0.98,146,5.12
Madagascar,209,12,0,0.42,158,5.54
Madagascar,223,22,0,0.77,180,6.31
Madagascar,237,19,0,0.67,199,6.98
Madagascar,251,7,0,0.25,206,7.23
Madagascar,265,10,0,0.35,216,7.58
Madagascar,279,7,0,0.25,223,7.83
Madagascar,293,8,0,0.28,231,8.11
Madagascar,307,15,0,0.53,246,8.64
Madagascar,321,10,0,0.35,256,8.99
Madagascar,335,20,0,0.7,276,9.69
Madagascar,349,27,0,0.95,303,10.64
Madagascar,370,36,Others,1.27,339,11.91
Madagascar,384,31,Others,1.09,370,13.0
Madagascar,398,17,0,0.6,387,13.6
Madagascar,412,26,0,0.91,413,14.51
Madagascar,426,39,Beta,1.37,452,15.88
Madagascar,440,52,Beta,1.83,504,17.71
Madagascar,454,111,Beta,3.9,615,21.61
Madagascar,468,16,0,0.56,631,22.17
Madagascar,482,16,0,0.56,647,22.73
Madagascar,496,10,0,0.35,657,23.08
Madagascar,538,19,0,0.67,676,23.75
Madagascar,552,23,0,0.81,699,24.56
Malawi,139,4,0,0.2,4,0.2
Malawi,153,4,0,0.2,8,0.4
Malawi,167,13,0,0.66,21,1.06
Malawi,195,1,0,0.05,22,1.11
Malawi,209,1,0,0.05,23,1.16
Malawi,223,2,0,0.1,25,1.26
Malawi,251,1,0,0.05,26,1.31
Malawi,321,2,0,0.1,28,1.41
Malawi,335,8,0,0.41,36,1.82
Malawi,349,51,Beta,2.6,87,4.42
Malawi,370,185,Beta,9.42,272,13.84
Malawi,384,75,Beta,3.82,347,17.66
Malawi,398,21,0,1.07,368,18.73
Malawi,412,34,Beta,1.73,402,20.46
Malawi,426,15,0,0.76,417,21.22
Malawi,440,2,0,0.1,419,21.32
Malawi,454,34,Beta,1.73,453,23.05
Malawi,468,11,0,0.56,464,23.61
Malawi,482,3,0,0.15,467,23.76
Malawi,496,21,0,1.07,488,24.83
Malawi,510,36,Delta,1.83,524,26.66
Malawi,524,62,Delta,3.16,586,29.82
Malawi,538,65,Delta,3.31,651,33.13
Malawi,552,84,Delta,4.28,735,37.41
Malawi,566,41,Delta,2.09,776,39.5
Malawi,580,14,0,0.71,790,40.21
Malawi,594,8,0,0.41,798,40.62
Malawi,608,13,0,0.66,811,41.28
Malawi,622,1,0,0.05,812,41.33
Malawi,650,1,0,0.05,813,41.38
Malawi,692,8,0,0.41,821,41.79
Malawi,706,73,Omicron,3.72,894,45.51
Malawi,720,47,Omicron,2.39,941,47.9
Malawi,734,13,0,0.66,954,48.56
Malawi,748,2,0,0.1,956,48.66
Malawi,762,3,0,0.15,959,48.81
Malaysia,111,7,0,0.21,7,0.21
Malaysia,125,14,0,0.43,21,0.64
Malaysia,139,8,0,0.24,29,0.88
Malaysia,153,3,0,0.09,32,0.97
Malaysia,181,2,0,0.06,34,1.03
Malaysia,195,6,0,0.18,40,1.21
Malaysia,209,7,0,0.21,47,1.42
Malaysia,223,1,0,0.03,48,1.45
Malaysia,237,23,0,0.7,71,2.15
Malaysia,265,25,0,0.76,96,2.91
Malaysia,279,44,Others,1.34,140,4.25
Malaysia,293,75,Others,2.29,215,6.54
Malaysia,307,62,Others,1.89,277,8.43
Malaysia,321,42,Others,1.28,319,9.71
Malaysia,335,60,Others,1.83,379,11.54
Malaysia,349,91,Others,2.78,470,14.32
Malaysia,370,171,Others,5.22,641,19.54
Malaysia,384,102,Others,3.11,743,22.65
Malaysia,398,105,Others,3.2,848,25.85
Malaysia,412,48,Others,1.46,896,27.31
Malaysia,426,61,Others,1.86,957,29.17
Malaysia,440,99,Others,3.02,1056,32.19
Malaysia,454,166,Others,5.06,1222,37.25
Malaysia,468,76,Others,2.32,1298,39.57
Malaysia,482,124,Others,3.78,1422,43.35
Malaysia,496,151,Beta,4.61,1573,47.96
Malaysia,510,67,Delta,2.04,1640,50.0
Malaysia,524,97,Delta,2.96,1737,52.96
Malaysia,538,95,Delta,2.9,1832,55.86
Malaysia,552,163,Delta,4.97,1995,60.83
Malaysia,566,415,Delta,12.66,2410,73.49
Malaysia,580,617,Delta,18.82,3027,92.31
Malaysia,594,771,Delta,23.52,3798,115.83
Malaysia,608,794,Delta,24.22,4592,140.05
Malaysia,622,673,Delta,20.53,5265,160.58
Malaysia,636,481,Delta,14.68,5746,175.26
Malaysia,650,441,Delta,13.45,6187,188.71
Malaysia,664,451,Delta,13.76,6638,202.47
Malaysia,678,425,Delta,12.97,7063,215.44
Malaysia,692,478,Delta,14.58,7541,230.02
Malaysia,706,901,Delta,27.49,8442,257.51
Malaysia,720,853,Omicron,26.02,9295,283.53
Malaysia,734,714,Omicron,21.78,10009,305.31
Malaysia,748,819,Omicron,24.99,10828,330.3
Malaysia,762,1246,Omicron,38.02,12074,368.32
Malaysia,776,924,Omicron,28.19,12998,396.51
Malaysia,790,2184,Omicron,66.63,15182,463.14
Malaysia,804,2161,Omicron,65.93,17343,529.07
Malaysia,818,1071,Omicron,32.68,18414,561.75
Malaysia,832,462,Omicron,14.1,18876,575.85
Malaysia,846,412,Omicron,12.57,19288,588.42
Malaysia,860,128,Omicron,3.91,19416,592.33
Malaysia,874,35,Omicron,1.07,19451,593.4
Malaysia,888,21,0,0.64,19472,594.04
Maldives,111,1,0,1.84,1,1.84
Maldives,125,1,0,1.84,2,3.68
Maldives,139,1,0,1.84,3,5.52
Maldives,153,1,0,1.84,4,7.36
Maldives,181,2,0,3.68,6,11.04
Maldives,195,1,0,1.84,7,12.88
Maldives,209,3,0,5.52,10,18.4
Maldives,251,1,0,1.84,11,20.24
Maldives,293,1,0,1.84,12,22.08
Maldives,349,2,0,3.68,14,25.76
Maldives,384,4,0,7.36,18,33.12
Maldives,398,1,0,1.84,19,34.96
Maldives,412,2,0,3.68,21,38.64
Maldives,426,2,0,3.68,23,42.32
Maldives,440,2,0,3.68,25,46.0
Maldives,468,4,0,7.36,29,53.36
Maldives,482,4,0,7.36,33,60.72
Maldives,496,5,0,9.2,38,69.92
Maldives,524,7,0,12.88,45,82.8
Maldives,538,3,0,5.52,48,88.32
Maldives,552,17,0,31.27,65,119.59
Maldives,566,23,0,42.31,88,161.9
Maldives,580,50,Delta,91.98,138,253.88
Maldives,594,104,Delta,191.31,242,445.19
Maldives,608,60,Delta,110.37,302,555.56
Maldives,622,102,Delta,187.63,404,743.19
Maldives,636,86,Delta,158.2,490,901.39
Maldives,650,49,Delta,90.14,539,991.53
Maldives,664,69,Delta,126.93,608,1118.46
Maldives,678,50,Delta,91.98,658,1210.44
Maldives,692,109,Delta,200.51,767,1410.95
Maldives,706,102,Delta,187.63,869,1598.58
Maldives,720,71,Omicron,130.61,940,1729.19
Maldives,734,75,Omicron,137.96,1015,1867.15
Maldives,748,29,0,53.35,1044,1920.5
Maldives,762,60,Omicron,110.37,1104,2030.87
Maldives,776,22,0,40.47,1126,2071.34
Maldives,790,9,0,16.56,1135,2087.9
Maldives,804,31,Omicron,57.03,1166,2144.93
Maldives,818,1,0,1.84,1167,2146.77
Maldives,832,1,0,1.84,1168,2148.61
Malta,209,1,0,1.94,1,1.94
Malta,223,2,0,3.88,3,5.82
Malta,237,6,0,11.63,9,17.45
Malta,440,34,Alpha,65.88,43,83.33
Malta,454,30,Alpha,58.13,73,141.46
Malta,468,43,Alpha,83.32,116,224.78
Malta,482,31,Alpha,60.07,147,284.85
Malta,496,15,0,29.06,162,313.91
Malta,510,9,0,17.44,171,331.35
Malta,524,6,0,11.63,177,342.98
Malta,538,40,Delta,77.5,217,420.48
Malta,552,37,Delta,71.69,254,492.17
Malta,566,3,0,5.81,257,497.98
Malta,636,41,Delta,79.44,298,577.42
Malta,650,23,0,44.57,321,621.99
Malta,664,14,0,27.13,335,649.12
Malta,678,103,Delta,199.57,438,848.69
Malta,692,30,Delta,58.13,468,906.82
Malta,706,150,Delta,290.64,618,1197.46
Malta,720,108,Omicron,209.26,726,1406.72
Mauritius,279,1,0,0.79,1,0.79
Mauritius,293,1,0,0.79,2,1.58
Mauritius,307,3,0,2.36,5,3.94
Mauritius,321,1,0,0.79,6,4.73
Mauritius,335,2,0,1.57,8,6.3
Mauritius,349,8,0,6.28,16,12.58
Mauritius,370,4,0,3.14,20,15.72
Mauritius,384,1,0,0.79,21,16.51
Mauritius,398,1,0,0.79,22,17.3
Mauritius,412,4,0,3.14,26,20.44
Mauritius,426,66,Others,51.83,92,72.27
Mauritius,440,10,0,7.85,102,80.12
Mauritius,454,3,0,2.36,105,82.48
Mauritius,468,8,0,6.28,113,88.76
Mauritius,482,40,Others,31.41,153,120.17
Mauritius,496,8,0,6.28,161,126.45
Mauritius,510,13,0,10.21,174,136.66
Mauritius,524,17,0,13.35,191,150.01
Mauritius,538,23,0,18.06,214,168.07
Mauritius,552,21,0,16.49,235,184.56
Mauritius,566,10,0,7.85,245,192.41
Mauritius,580,6,0,4.71,251,197.12
Mauritius,594,18,0,14.14,269,211.26
Mauritius,608,41,Others,32.2,310,243.46
Mauritius,622,105,Others,82.45,415,325.91
Mauritius,636,35,Others,27.48,450,353.39
Mauritius,650,35,Delta,27.48,485,380.87
Mauritius,664,4,0,3.14,489,384.01
Mauritius,678,55,Delta,43.19,544,427.2
Mauritius,692,3,0,2.36,547,429.56
Mauritius,706,52,Delta,40.83,599,470.39
Mauritius,720,79,Delta,62.04,678,532.43
Mauritius,734,84,Omicron,65.96,762,598.39
Mauritius,748,150,Omicron,117.79,912,716.18
Mauritius,762,312,Omicron,245.01,1224,961.19
Mauritius,776,158,Omicron,124.07,1382,1085.26
Mauritius,790,233,Omicron,182.97,1615,1268.23
Mauritius,804,112,Omicron,87.95,1727,1356.18
Mauritius,818,28,0,21.99,1755,1378.17
Mauritius,832,70,Omicron,54.97,1825,1433.14
Mauritius,846,94,Omicron,73.82,1919,1506.96
Mauritius,860,10,0,7.85,1929,1514.81
Mexico,111,216,Others,1.66,216,1.66
Mexico,125,272,Others,2.09,488,3.75
Mexico,139,286,Others,2.2,774,5.95
Mexico,153,166,Others,1.27,940,7.22
Mexico,167,216,Others,1.66,1156,8.88
Mexico,181,135,Others,1.04,1291,9.92
Mexico,195,152,Others,1.17,1443,11.09
Mexico,209,143,Others,1.1,1586,12.19
Mexico,223,180,Others,1.38,1766,13.57
Mexico,237,119,Others,0.91,1885,14.48
Mexico,251,62,Others,0.48,1947,14.96
Mexico,265,81,Others,0.62,2028,15.58
Mexico,279,88,Others,0.68,2116,16.26
Mexico,293,86,Others,0.66,2202,16.92
Mexico,307,169,Others,1.3,2371,18.22
Mexico,321,231,Others,1.77,2602,19.99
Mexico,335,302,Others,2.32,2904,22.31
Mexico,349,393,Others,3.02,3297,25.33
Mexico,370,355,Others,2.73,3652,28.06
Mexico,384,362,Others,2.78,4014,30.84
Mexico,398,1105,Others,8.48,5119,39.32
Mexico,412,1306,Others,10.03,6425,49.35
Mexico,426,1071,Others,8.22,7496,57.57
Mexico,440,936,Others,7.19,8432,64.76
Mexico,454,1212,Others,9.3,9644,74.06
Mexico,468,1288,Others,9.89,10932,83.95
Mexico,482,1447,Others,11.11,12379,95.06
Mexico,496,1555,Others,11.94,13934,107.0
Mexico,510,2006,Gamma,15.4,15940,122.4
Mexico,524,1703,Delta,13.07,17643,135.47
Mexico,538,1980,Delta,15.2,19623,150.67
Mexico,552,2329,Delta,17.88,21952,168.55
Mexico,566,2903,Delta,22.29,24855,190.84
Mexico,580,2510,Delta,19.27,27365,210.11
Mexico,594,2043,Delta,15.68,29408,225.79
Mexico,608,2051,Delta,15.75,31459,241.54
Mexico,622,2436,Delta,18.7,33895,260.24
Mexico,636,1819,Delta,13.96,35714,274.2
Mexico,650,1695,Delta,13.01,37409,287.21
Mexico,664,1496,Delta,11.48,38905,298.69
Mexico,678,1169,Delta,8.97,40074,307.66
Mexico,692,1237,Delta,9.5,41311,317.16
Mexico,706,1922,Delta,14.75,43233,331.91
Mexico,720,3419,Omicron,26.25,46652,358.16
Mexico,734,3136,Omicron,24.07,49788,382.23
Mexico,748,2490,Omicron,19.12,52278,401.35
Mexico,762,1334,Omicron,10.24,53612,411.59
Mexico,776,1179,Omicron,9.05,54791,420.64
Mexico,790,414,Omicron,3.18,55205,423.82
Mexico,804,412,Omicron,3.16,55617,426.98
Mexico,818,295,Omicron,2.26,55912,429.24
Mexico,832,395,Omicron,3.03,56307,432.27
Mexico,846,605,Omicron,4.64,56912,436.91
Mexico,860,1058,Omicron,8.12,57970,445.03
Mexico,874,1110,Omicron,8.52,59080,453.55
Mexico,888,529,Omicron,4.06,59609,457.61
Moldova,153,3,0,0.75,3,0.75
Moldova,237,8,0,1.99,11,2.74
Moldova,384,3,0,0.75,14,3.49
Moldova,398,1,0,0.25,15,3.74
Moldova,412,7,0,1.74,22,5.48
Moldova,426,2,0,0.5,24,5.98
Moldova,440,5,0,1.24,29,7.22
Moldova,454,2,0,0.5,31,7.72
Moldova,468,4,0,0.99,35,8.71
Moldova,482,11,0,2.73,46,11.44
Moldova,496,1,0,0.25,47,11.69
Moldova,524,6,0,1.49,53,13.18
Moldova,538,7,0,1.74,60,14.92
Moldova,580,6,0,1.49,66,16.41
Moldova,594,8,0,1.99,74,18.4
Moldova,608,28,0,6.96,102,25.36
Moldova,650,2,0,0.5,104,25.86
Moldova,664,18,0,4.47,122,30.33
Moldova,678,10,0,2.49,132,32.82
Moldova,692,26,0,6.46,158,39.28
Moldova,706,23,0,5.72,181,45.0
Moldova,720,77,Omicron,19.14,258,64.14
Moldova,734,100,Omicron,24.85,358,88.99
Moldova,748,54,Omicron,13.42,412,102.41
Moldova,762,24,0,5.96,436,108.37
Moldova,776,28,0,6.96,464,115.33
Moldova,790,21,0,5.22,485,120.55
Moldova,804,9,0,2.24,494,122.79
Moldova,818,9,0,2.24,503,125.03
Moldova,832,5,0,1.24,508,126.27
Moldova,846,3,0,0.75,511,127.02
Mongolia,111,3,0,0.9,3,0.9
Mongolia,125,2,0,0.6,5,1.5
Mongolia,139,1,0,0.3,6,1.8
Mongolia,153,1,0,0.3,7,2.1
Mongolia,167,2,0,0.6,9,2.7
Mongolia,181,2,0,0.6,11,3.3
Mongolia,237,1,0,0.3,12,3.6
Mongolia,265,4,0,1.2,16,4.8
Mongolia,279,1,0,0.3,17,5.1
Mongolia,293,10,0,3.0,27,8.1
Mongolia,307,3,0,0.9,30,9.0
Mongolia,321,4,0,1.2,34,10.2
Mongolia,335,2,0,0.6,36,10.8
Mongolia,349,9,0,2.7,45,13.5
Mongolia,370,4,0,1.2,49,14.7
Mongolia,384,2,0,0.6,51,15.3
Mongolia,398,10,0,3.0,61,18.3
Mongolia,412,6,0,1.8,67,20.1
Mongolia,426,11,0,3.3,78,23.4
Mongolia,440,12,0,3.6,90,27.0
Mongolia,454,7,0,2.1,97,29.1
Mongolia,468,102,Alpha,30.64,199,59.74
Mongolia,482,21,0,6.31,220,66.05
Mongolia,496,16,0,4.81,236,70.86
Mongolia,510,54,Alpha,16.22,290,87.08
Mongolia,524,46,Alpha,13.82,336,100.9
Mongolia,538,95,Alpha,28.53,431,129.43
Mongolia,552,85,Alpha,25.53,516,154.96
Mongolia,566,149,Alpha,44.75,665,199.71
Mongolia,580,48,Delta,14.42,713,214.13
Mongolia,594,21,0,6.31,734,220.44
Mongolia,608,52,Delta,15.62,786,236.06
Mongolia,622,14,0,4.21,800,240.27
Mongolia,636,16,0,4.81,816,245.08
Mongolia,650,14,0,4.21,830,249.29
Mongolia,664,13,0,3.9,843,253.19
Mongolia,678,23,0,6.91,866,260.1
Mongolia,692,18,0,5.41,884,265.51
Mongolia,706,7,0,2.1,891,267.61
Mongolia,720,28,0,8.41,919,276.02
Mongolia,734,66,Omicron,19.82,985,295.84
Mongolia,748,15,0,4.51,1000,300.35
Mongolia,762,19,0,5.71,1019,306.06
Mongolia,776,6,0,1.8,1025,307.86
Montenegro,181,9,0,14.33,9,14.33
Montenegro,370,19,0,30.25,28,44.58
Montenegro,510,17,0,27.07,45,71.65
Montenegro,524,18,0,28.66,63,100.31
Montenegro,538,18,0,28.66,81,128.97
Montenegro,552,27,0,42.99,108,171.96
Montenegro,566,70,Delta,111.46,178,283.42
Montenegro,580,40,Delta,63.69,218,347.11
Montenegro,594,32,Delta,50.95,250,398.06
Montenegro,608,5,0,7.96,255,406.02
Montenegro,622,1,0,1.59,256,407.61
Montenegro,636,14,0,22.29,270,429.9
Montenegro,650,31,Delta,49.36,301,479.26
Montenegro,664,36,Delta,57.32,337,536.58
Montenegro,678,28,0,44.58,365,581.16
Montenegro,692,138,Delta,219.73,503,800.89
Montenegro,706,7,0,11.15,510,812.04
Montenegro,720,3,0,4.78,513,816.82
Montenegro,734,25,0,39.81,538,856.63
Montenegro,748,15,0,23.88,553,880.51
Montenegro,762,9,0,14.33,562,894.84
Montenegro,776,2,0,3.18,564,898.02
Montenegro,790,27,0,42.99,591,941.01
Montenegro,804,44,Omicron,70.06,635,1011.07
Morocco,111,24,0,0.64,24,0.64
Morocco,125,2,0,0.05,26,0.69
Morocco,139,1,0,0.03,27,0.72
Morocco,153,1,0,0.03,28,0.75
Morocco,167,2,0,0.05,30,0.8
Morocco,181,18,0,0.48,48,1.28
Morocco,209,1,0,0.03,49,1.31
Morocco,293,1,0,0.03,50,1.34
Morocco,335,19,0,0.51,69,1.85
Morocco,349,35,Others,0.94,104,2.79
Morocco,370,1,0,0.03,105,2.82
Morocco,384,4,0,0.11,109,2.93
Morocco,412,17,0,0.46,126,3.39
Morocco,426,28,0,0.75,154,4.14
Morocco,440,17,0,0.46,171,4.6
Morocco,454,20,0,0.54,191,5.14
Morocco,468,4,0,0.11,195,5.25
Morocco,496,1,0,0.03,196,5.28
Morocco,510,1,0,0.03,197,5.31
Morocco,524,6,0,0.16,203,5.47
Morocco,538,8,0,0.21,211,5.68
Morocco,552,32,Delta,0.86,243,6.54
Morocco,594,38,Delta,1.02,281,7.56
Morocco,608,15,0,0.4,296,7.96
Morocco,622,1,0,0.03,297,7.99
Morocco,636,27,0,0.72,324,8.71
Morocco,650,27,0,0.72,351,9.43
Morocco,664,8,0,0.21,359,9.64
Morocco,678,8,0,0.21,367,9.85
Morocco,692,8,0,0.21,375,10.06
Morocco,706,39,Omicron,1.04,414,11.1
Morocco,720,23,0,0.62,437,11.72
Morocco,734,57,Omicron,1.53,494,13.25
Morocco,748,28,0,0.75,522,14.0
Morocco,762,19,0,0.51,541,14.51
Morocco,776,6,0,0.16,547,14.67
Morocco,790,6,0,0.16,553,14.83
Morocco,804,25,0,0.67,578,15.5
Morocco,818,23,0,0.62,601,16.12
Morocco,832,16,0,0.43,617,16.55
Morocco,846,25,0,0.67,642,17.22
Morocco,860,24,0,0.64,666,17.86
Morocco,874,17,0,0.46,683,18.32
Mozambique,181,7,0,0.22,7,0.22
Mozambique,209,1,0,0.03,8,0.25
Mozambique,223,5,0,0.16,13,0.41
Mozambique,237,5,0,0.16,18,0.57
Mozambique,251,3,0,0.09,21,0.66
Mozambique,265,7,0,0.22,28,0.88
Mozambique,279,1,0,0.03,29,0.91
Mozambique,293,21,0,0.65,50,1.56
Mozambique,307,6,0,0.19,56,1.75
Mozambique,321,24,0,0.75,80,2.5
Mozambique,335,10,0,0.31,90,2.81
Mozambique,349,55,Others,1.71,145,4.52
Mozambique,370,93,Beta,2.89,238,7.41
Mozambique,384,31,Beta,0.96,269,8.37
Mozambique,398,27,0,0.84,296,9.21
Mozambique,412,13,0,0.4,309,9.61
Mozambique,426,64,Beta,1.99,373,11.6
Mozambique,440,9,0,0.28,382,11.88
Mozambique,454,8,0,0.25,390,12.13
Mozambique,468,17,0,0.53,407,12.66
Mozambique,482,5,0,0.16,412,12.82
Mozambique,496,9,0,0.28,421,13.1
Mozambique,510,8,0,0.25,429,13.35
Mozambique,524,101,Delta,3.14,530,16.49
Mozambique,538,101,Delta,3.14,631,19.63
Mozambique,552,71,Delta,2.21,702,21.84
Mozambique,566,34,Delta,1.06,736,22.9
Mozambique,580,3,0,0.09,739,22.99
Mozambique,594,15,0,0.47,754,23.46
Mozambique,608,18,0,0.56,772,24.02
Mozambique,622,7,0,0.22,779,24.24
Mozambique,636,2,0,0.06,781,24.3
Mozambique,650,2,0,0.06,783,24.36
Mozambique,664,1,0,0.03,784,24.39
Mozambique,678,4,0,0.12,788,24.51
Mozambique,692,59,Omicron,1.83,847,26.34
Mozambique,706,26,0,0.81,873,27.15
Mozambique,720,30,Omicron,0.93,903,28.08
Mozambique,734,9,0,0.28,912,28.36
Mozambique,748,3,0,0.09,915,28.45
Mozambique,762,2,0,0.06,917,28.51
Mozambique,776,1,0,0.03,918,28.54
Mozambique,804,1,0,0.03,919,28.57
Namibia,398,9,0,3.48,9,3.48
Namibia,426,15,0,5.8,24,9.28
Namibia,440,9,0,3.48,33,12.76
Namibia,454,8,0,3.09,41,15.85
Namibia,468,12,0,4.64,53,20.49
Namibia,482,1,0,0.39,54,20.88
Namibia,510,36,Delta,13.91,90,34.79
Namibia,524,1,0,0.39,91,35.18
Namibia,538,12,0,4.64,103,39.82
Namibia,552,23,0,8.89,126,48.71
Namibia,566,1,0,0.39,127,49.1
Namibia,580,3,0,1.16,130,50.26
Namibia,608,2,0,0.77,132,51.03
Namibia,664,1,0,0.39,133,51.42
Namibia,692,72,Omicron,27.83,205,79.25
Namibia,706,229,Omicron,88.51,434,167.76
Namibia,720,67,Omicron,25.9,501,193.66
Namibia,734,18,0,6.96,519,200.62
Namibia,748,6,0,2.32,525,202.94
Namibia,762,2,0,0.77,527,203.71
Nepal,167,1,0,0.03,1,0.03
Nepal,195,1,0,0.03,2,0.06
Nepal,209,3,0,0.1,5,0.16
Nepal,223,1,0,0.03,6,0.19
Nepal,265,1,0,0.03,7,0.22
Nepal,454,4,0,0.13,11,0.35
Nepal,468,6,0,0.2,17,0.55
Nepal,482,27,0,0.91,44,1.46
Nepal,496,98,Delta,3.3,142,4.76
